id_enfermedad,id_region,fecha_fin_semana,casos_confirmados,defunciones,tasa_incidencia,riesgo_brote_target,fecha_carga
1,9,2000-10-14,0,0,0.0,0,2025-12-10
1,12,2000-10-14,0,0,0.0,0,2025-12-10
1,19,2000-10-14,1,0,0.016,0,2025-12-10
1,20,2000-10-14,2,0,0.0451,0,2025-12-10
1,21,2000-10-14,1,0,0.0145,0,2025-12-10
1,25,2000-10-14,1,0,0.0305,0,2025-12-10
1,26,2000-10-14,24,0,0.7609,0,2025-12-10
1,27,2000-10-14,0,0,0.0,0,2025-12-10
1,28,2000-10-14,11,0,0.2987,0,2025-12-10
1,30,2000-10-14,14,0,0.1578,0,2025-12-10
1,3,2000-10-21,0,0,0.0,0,2025-12-10
1,4,2000-10-21,0,0,0.0,0,2025-12-10
1,7,2000-10-21,28,0,0.4667,0,2025-12-10
1,9,2000-10-21,0,0,0.0,0,2025-12-10
1,12,2000-10-21,0,0,0.0,0,2025-12-10
1,19,2000-10-21,1,0,0.016,0,2025-12-10
1,20,2000-10-21,2,0,0.0451,0,2025-12-10
1,21,2000-10-21,1,0,0.0145,0,2025-12-10
1,25,2000-10-21,1,0,0.0305,0,2025-12-10
1,26,2000-10-21,24,0,0.7609,0,2025-12-10
1,27,2000-10-21,0,0,0.0,0,2025-12-10
1,28,2000-10-21,11,0,0.2987,0,2025-12-10
1,30,2000-10-21,14,0,0.1578,0,2025-12-10
1,3,2000-10-31,1,0,0.1176,0,2025-12-10
1,4,2000-10-31,1,0,0.0988,0,2025-12-10
1,7,2000-10-31,27,0,0.45,0,2025-12-10
1,9,2000-10-31,1,0,0.0107,0,2025-12-10
1,12,2000-10-31,2,0,0.0537,0,2025-12-10
1,19,2000-10-31,0,0,0.0,0,2025-12-10
1,20,2000-10-31,3,0,0.0677,0,2025-12-10
1,21,2000-10-31,1,0,0.0145,0,2025-12-10
1,25,2000-10-31,1,0,0.0305,0,2025-12-10
1,26,2000-10-31,24,0,0.7609,0,2025-12-10
1,27,2000-10-31,1,0,0.0384,0,2025-12-10
1,28,2000-10-31,11,0,0.2987,0,2025-12-10
1,30,2000-10-31,15,0,0.1691,0,2025-12-10
1,2,2000-11-07,0,0,0.0,0,2025-12-10
1,4,2000-11-07,0,0,0.0,0,2025-12-10
1,7,2000-11-07,16,0,0.2667,0,2025-12-10
1,12,2000-11-07,0,0,0.0,0,2025-12-10
1,19,2000-11-07,1,0,0.016,0,2025-12-10
1,20,2000-11-07,2,0,0.0451,0,2025-12-10
1,21,2000-11-07,1,0,0.0145,0,2025-12-10
1,26,2000-11-07,11,0,0.3488,0,2025-12-10
1,27,2000-11-07,0,0,0.0,0,2025-12-10
1,28,2000-11-07,8,0,0.2172,0,2025-12-10
1,30,2000-11-07,5,0,0.0564,0,2025-12-10
1,2,2000-11-14,0,0,0.0,0,2025-12-10
1,4,2000-11-14,0,0,0.0,0,2025-12-10
1,7,2000-11-14,16,0,0.2667,0,2025-12-10
1,12,2000-11-14,0,0,0.0,0,2025-12-10
1,19,2000-11-14,1,0,0.016,0,2025-12-10
1,20,2000-11-14,2,0,0.0451,0,2025-12-10
1,21,2000-11-14,1,0,0.0145,0,2025-12-10
1,26,2000-11-14,11,0,0.3488,0,2025-12-10
1,27,2000-11-14,0,0,0.0,0,2025-12-10
1,28,2000-11-14,8,0,0.2172,0,2025-12-10
1,30,2000-11-14,5,0,0.0564,0,2025-12-10
1,2,2000-11-21,0,0,0.0,0,2025-12-10
1,4,2000-11-21,0,0,0.0,0,2025-12-10
1,7,2000-11-21,16,0,0.2667,0,2025-12-10
1,12,2000-11-21,0,0,0.0,0,2025-12-10
1,19,2000-11-21,1,0,0.016,0,2025-12-10
1,20,2000-11-21,2,0,0.0451,0,2025-12-10
1,21,2000-11-21,1,0,0.0145,0,2025-12-10
1,26,2000-11-21,11,0,0.3488,0,2025-12-10
1,27,2000-11-21,0,0,0.0,0,2025-12-10
1,28,2000-11-21,8,0,0.2172,0,2025-12-10
1,30,2000-11-21,5,0,0.0564,0,2025-12-10
1,2,2000-11-30,1,0,0.0252,0,2025-12-10
1,4,2000-11-30,2,0,0.1977,0,2025-12-10
1,7,2000-11-30,17,0,0.2833,0,2025-12-10
1,12,2000-11-30,1,0,0.0269,0,2025-12-10
1,19,2000-11-30,0,0,0.0,0,2025-12-10
1,20,2000-11-30,3,0,0.0677,0,2025-12-10
1,21,2000-11-30,1,0,0.0145,0,2025-12-10
1,26,2000-11-30,11,0,0.3488,0,2025-12-10
1,27,2000-11-30,1,0,0.0384,0,2025-12-10
1,28,2000-11-30,6,0,0.1629,0,2025-12-10
1,30,2000-11-30,6,0,0.0676,0,2025-12-10
1,7,2000-12-07,4,0,0.0667,0,2025-12-10
1,12,2000-12-07,1,0,0.0269,0,2025-12-10
1,20,2000-12-07,2,0,0.0451,0,2025-12-10
1,26,2000-12-07,1,0,0.0317,0,2025-12-10
1,27,2000-12-07,0,0,0.0,0,2025-12-10
1,28,2000-12-07,1,0,0.0272,0,2025-12-10
1,30,2000-12-07,4,0,0.0451,0,2025-12-10
1,7,2000-12-14,4,0,0.0667,0,2025-12-10
1,12,2000-12-14,1,0,0.0269,0,2025-12-10
1,20,2000-12-14,2,0,0.0451,0,2025-12-10
1,26,2000-12-14,1,0,0.0317,0,2025-12-10
1,27,2000-12-14,0,0,0.0,0,2025-12-10
1,28,2000-12-14,1,0,0.0272,0,2025-12-10
1,30,2000-12-14,4,0,0.0451,0,2025-12-10
1,7,2000-12-21,4,0,0.0667,0,2025-12-10
1,12,2000-12-21,1,0,0.0269,0,2025-12-10
1,20,2000-12-21,2,0,0.0451,0,2025-12-10
1,26,2000-12-21,1,0,0.0317,0,2025-12-10
1,27,2000-12-21,0,0,0.0,0,2025-12-10
1,28,2000-12-21,1,0,0.0272,0,2025-12-10
1,30,2000-12-21,4,0,0.0451,0,2025-12-10
1,7,2000-12-31,3,0,0.05,0,2025-12-10
1,12,2000-12-31,0,0,0.0,0,2025-12-10
1,20,2000-12-31,3,0,0.0677,0,2025-12-10
1,26,2000-12-31,2,0,0.0634,0,2025-12-10
1,27,2000-12-31,1,0,0.0384,0,2025-12-10
1,28,2000-12-31,2,0,0.0543,0,2025-12-10
1,30,2000-12-31,3,0,0.0338,0,2025-12-10
1,7,2001-01-07,1,0,0.0167,0,2025-12-10
1,15,2001-01-07,0,0,0.0,0,2025-12-10
1,27,2001-01-07,0,0,0.0,0,2025-12-10
1,28,2001-01-07,0,0,0.0,0,2025-12-10
1,30,2001-01-07,1,0,0.0113,0,2025-12-10
1,7,2001-01-14,1,0,0.0167,0,2025-12-10
1,15,2001-01-14,0,0,0.0,0,2025-12-10
1,27,2001-01-14,0,0,0.0,0,2025-12-10
1,28,2001-01-14,0,0,0.0,0,2025-12-10
1,30,2001-01-14,1,0,0.0113,0,2025-12-10
1,7,2001-01-21,1,0,0.0167,0,2025-12-10
1,15,2001-01-21,0,0,0.0,0,2025-12-10
1,27,2001-01-21,0,0,0.0,0,2025-12-10
1,28,2001-01-21,0,0,0.0,0,2025-12-10
1,30,2001-01-21,1,0,0.0113,0,2025-12-10
1,7,2001-01-31,0,0,0.0,0,2025-12-10
1,15,2001-01-31,1,0,0.0056,0,2025-12-10
1,27,2001-01-31,1,0,0.0384,0,2025-12-10
1,28,2001-01-31,2,0,0.0543,0,2025-12-10
1,30,2001-01-31,0,0,0.0,0,2025-12-10
1,7,2001-02-07,2,0,0.0333,0,2025-12-10
1,19,2001-02-07,0,0,0.0,0,2025-12-10
1,25,2001-02-07,0,0,0.0,0,2025-12-10
1,28,2001-02-07,0,0,0.0,0,2025-12-10
1,30,2001-02-07,4,0,0.0451,0,2025-12-10
1,7,2001-02-14,2,0,0.0333,0,2025-12-10
1,19,2001-02-14,0,0,0.0,0,2025-12-10
1,25,2001-02-14,0,0,0.0,0,2025-12-10
1,28,2001-02-14,0,0,0.0,0,2025-12-10
1,30,2001-02-14,4,0,0.0451,0,2025-12-10
1,7,2001-02-21,2,0,0.0333,0,2025-12-10
1,19,2001-02-21,0,0,0.0,0,2025-12-10
1,25,2001-02-21,0,0,0.0,0,2025-12-10
1,28,2001-02-21,0,0,0.0,0,2025-12-10
1,30,2001-02-21,4,0,0.0451,0,2025-12-10
1,7,2001-02-28,0,0,0.0,0,2025-12-10
1,19,2001-02-28,1,0,0.016,0,2025-12-10
1,25,2001-02-28,1,0,0.0305,0,2025-12-10
1,28,2001-02-28,1,0,0.0272,0,2025-12-10
1,30,2001-02-28,3,0,0.0338,0,2025-12-10
1,7,2001-03-07,3,0,0.05,0,2025-12-10
1,20,2001-03-07,0,0,0.0,0,2025-12-10
1,25,2001-03-07,0,0,0.0,0,2025-12-10
1,28,2001-03-07,0,0,0.0,0,2025-12-10
1,30,2001-03-07,2,0,0.0225,0,2025-12-10
1,7,2001-03-14,3,0,0.05,0,2025-12-10
1,20,2001-03-14,0,0,0.0,0,2025-12-10
1,25,2001-03-14,0,0,0.0,0,2025-12-10
1,28,2001-03-14,0,0,0.0,0,2025-12-10
1,30,2001-03-14,2,0,0.0225,0,2025-12-10
1,7,2001-03-21,3,0,0.05,0,2025-12-10
1,20,2001-03-21,0,0,0.0,0,2025-12-10
1,25,2001-03-21,0,0,0.0,0,2025-12-10
1,28,2001-03-21,0,0,0.0,0,2025-12-10
1,30,2001-03-21,2,0,0.0225,0,2025-12-10
1,7,2001-03-31,2,0,0.0333,0,2025-12-10
1,20,2001-03-31,1,0,0.0226,0,2025-12-10
1,25,2001-03-31,2,0,0.0611,0,2025-12-10
1,28,2001-03-31,1,0,0.0272,0,2025-12-10
1,30,2001-03-31,0,0,0.0,0,2025-12-10
1,7,2001-04-07,0,0,0.0,0,2025-12-10
1,19,2001-04-07,0,0,0.0,0,2025-12-10
1,20,2001-04-07,0,0,0.0,0,2025-12-10
1,21,2001-04-07,1,0,0.0145,0,2025-12-10
1,25,2001-04-07,0,0,0.0,0,2025-12-10
1,27,2001-04-07,0,0,0.0,0,2025-12-10
1,28,2001-04-07,1,0,0.0272,0,2025-12-10
1,30,2001-04-07,2,0,0.0225,0,2025-12-10
1,7,2001-04-14,0,0,0.0,0,2025-12-10
1,19,2001-04-14,0,0,0.0,0,2025-12-10
1,20,2001-04-14,0,0,0.0,0,2025-12-10
1,21,2001-04-14,1,0,0.0145,0,2025-12-10
1,25,2001-04-14,0,0,0.0,0,2025-12-10
1,27,2001-04-14,0,0,0.0,0,2025-12-10
1,28,2001-04-14,1,0,0.0272,0,2025-12-10
1,30,2001-04-14,2,0,0.0225,0,2025-12-10
1,7,2001-04-21,0,0,0.0,0,2025-12-10
1,19,2001-04-21,0,0,0.0,0,2025-12-10
1,20,2001-04-21,0,0,0.0,0,2025-12-10
1,21,2001-04-21,1,0,0.0145,0,2025-12-10
1,25,2001-04-21,0,0,0.0,0,2025-12-10
1,27,2001-04-21,0,0,0.0,0,2025-12-10
1,28,2001-04-21,1,0,0.0272,0,2025-12-10
1,30,2001-04-21,2,0,0.0225,0,2025-12-10
1,7,2001-04-30,1,0,0.0167,0,2025-12-10
1,19,2001-04-30,2,0,0.0321,0,2025-12-10
1,20,2001-04-30,2,0,0.0451,0,2025-12-10
1,21,2001-04-30,0,0,0.0,0,2025-12-10
1,25,2001-04-30,1,0,0.0305,0,2025-12-10
1,27,2001-04-30,1,0,0.0384,0,2025-12-10
1,28,2001-04-30,0,0,0.0,0,2025-12-10
1,30,2001-04-30,0,0,0.0,0,2025-12-10
1,7,2001-05-07,4,0,0.0667,0,2025-12-10
1,12,2001-05-07,0,0,0.0,0,2025-12-10
1,19,2001-05-07,0,0,0.0,0,2025-12-10
1,20,2001-05-07,1,0,0.0226,0,2025-12-10
1,23,2001-05-07,0,0,0.0,0,2025-12-10
