FECHA,casos_confirmados,X,Prediccion_Lineal,Prediccion_Polinomica,Error_Lineal,Error_Polinomica
2024-02-08,460,39,189.5381067103629,450.91724841957927,270.4618932896371,9.082751580420734
2024-02-09,463,40,200.56208425720632,448.81259327783243,262.4379157427937,14.187406722167566
2024-02-10,569,41,211.58606180404973,446.83357098478024,357.41393819595027,122.16642901521976
2024-02-11,490,42,222.61003935089315,444.9801815404227,267.38996064910685,45.01981845957732
2024-02-12,564,43,233.63401689773656,443.2524249447597,330.36598310226344,120.7475750552403
2024-02-13,421,44,244.6579944445799,441.65030119779146,176.3420055554201,20.650301197791464
2024-02-14,421,45,255.68197199142332,440.1738102995178,165.31802800857668,19.17381029951781
2024-02-15,365,46,266.70594953826674,438.8229522499389,98.29405046173326,73.82295224993891
2024-02-16,383,47,277.72992708511015,437.59772704905447,105.27007291488985,54.59772704905447
2024-02-17,433,48,288.75390463195356,436.49813469686484,144.24609536804644,3.498134696864838
2024-02-18,494,49,299.777882178797,435.52417519336973,194.22211782120303,58.47582480663027
2024-02-19,614,50,310.8018597256404,434.67584853856937,303.1981402743596,179.32415146143063
2024-02-20,524,51,321.8258372724837,433.95315473246353,202.17416272751632,90.04684526753647
2024-02-21,425,52,332.8498148193271,433.35609377505244,92.1501851806729,8.356093775052443
2024-02-22,453,53,343.8737923661705,432.88466566633593,109.1262076338295,20.115334333664066
2024-02-23,410,54,354.8977699130139,432.53887040631406,55.10223008698608,22.53887040631406
2024-02-24,456,55,365.92174745985733,432.3187079949869,90.07825254014267,23.68129200501312
2024-02-25,525,56,376.94572500670074,432.2241784323543,148.05427499329926,92.77582156764572
2024-02-26,573,57,387.96970255354415,432.2552817184164,185.03029744645585,140.74471828158357
2024-02-27,520,58,398.99368010038756,432.4120178531731,121.00631989961244,87.5879821468269
2024-02-28,508,59,410.017657647231,432.6943868366245,97.98234235276902,75.30561316337548
2024-02-29,445,60,421.0416351940743,433.10238866877046,23.958364805925726,11.897611331229541
2024-03-01,559,61,432.0656127409177,433.63602334961115,126.93438725908231,125.36397665038885
2024-03-02,538,62,443.0895902877611,434.2952908791464,94.9104097122389,103.70470912085358
2024-03-03,601,63,454.1135678346045,435.0801912573764,146.8864321653955,165.91980874262362
2024-03-04,643,64,465.1375453814479,435.9907244843009,177.86245461855208,207.00927551569907
2024-03-05,539,65,476.16152292829133,437.0268905599201,62.83847707170867,101.9731094400799
2024-03-06,499,66,487.18550047513475,438.18868948423403,11.814499524865255,60.81131051576597
2024-03-07,485,67,498.20947802197816,439.4761212572425,13.209478021978157,45.52387874275752
2024-03-08,439,68,509.23345556882157,440.8891858789457,70.23345556882157,1.889185878945682
2024-03-09,530,69,520.2574331156649,442.4278833493434,9.742566884335133,87.5721166506566
2024-03-10,645,70,531.2814106625083,444.0922136684359,113.71858933749172,200.90778633156413
2024-03-11,572,71,542.3053882093517,445.8821768362229,29.69461179064831,126.11782316377708
2024-03-12,513,72,553.3293657561951,447.79777285270467,40.3293657561951,65.20222714729533
2024-03-13,458,73,564.3533433030385,449.839001717881,106.35334330303851,8.16099828211901
2024-03-14,383,74,575.3773208498819,452.005863431752,192.37732084988193,69.005863431752
2024-03-15,366,75,586.4012983967253,454.2983579943176,220.40129839672534,88.2983579943176
2024-03-16,361,76,597.4252759435687,456.7164854055779,236.42527594356875,95.71648540557788
2024-03-17,444,77,608.4492534904122,459.2602456655328,164.44925349041216,15.260245665532807
2024-03-18,518,78,619.4732310372555,461.9296387741824,101.47323103725546,56.07036122581758
2024-03-19,577,79,630.4972085840989,464.72466473152656,53.49720858409887,112.27533526847344
2024-03-20,444,80,641.5211861309423,467.64532353756545,197.52118613094228,23.645323537565446
2024-03-21,395,81,652.5451636777857,470.69161519229897,257.5451636777857,75.69161519229897
2024-03-22,446,82,663.5691412246291,473.8635396957271,217.5691412246291,27.863539695727127
2024-03-23,418,83,674.5931187714725,477.1610970478498,256.5931187714725,59.16109704784981
2024-03-24,355,84,685.6170963183159,480.58428724866724,330.61709631831593,125.58428724866724
2024-03-25,364,85,696.6410738651593,484.13311029817936,332.64107386515934,120.13311029817936
2024-03-26,259,86,707.6650514120028,487.807566196386,448.66505141200275,228.807566196386
2024-03-27,260,87,718.689028958846,491.60765494328734,458.68902895884605,231.60765494328734
2024-03-28,257,88,729.7130065056895,495.5333765388834,472.71300650568946,238.53337653888337
2024-03-29,323,89,740.7369840525329,499.58473098317404,417.7369840525329,176.58473098317404
2024-03-30,375,90,751.7609615993763,503.76171827615923,376.7609615993763,128.76171827615923
2024-03-31,461,91,762.7849391462197,508.06433841783917,301.7849391462197,47.06433841783917
2024-04-01,542,92,773.8089166930631,512.4925914082138,231.8089166930631,29.507408591786202
2024-04-02,433,93,784.8328942399064,517.046477247283,351.8328942399064,84.04647724728295
2024-04-03,399,94,795.8568717867499,521.7259959350467,396.85687178674993,122.72599593504674
2024-04-04,383,95,806.8808493335932,526.5311474715053,423.88084933359323,143.53114747150528
2024-04-05,370,96,817.9048268804368,531.4619318566585,447.90482688043676,161.46193185665845
2024-04-06,439,97,828.92880442728,536.518349090506,389.92880442728006,97.51834909050604
2024-04-07,542,98,839.9527819741236,541.7003991730485,297.9527819741236,0.2996008269515187
2024-04-08,646,99,850.9767595209669,547.0080821042857,204.97675952096688,98.99191789571432
2024-04-09,487,100,862.0007370678104,552.4413978842174,375.0007370678104,65.4413978842174
2024-04-10,500,101,873.0247146146537,558.0003465128436,373.0247146146537,58.000346512843635
2024-04-11,444,102,884.048692161497,563.6849279901646,440.048692161497,119.68492799016462
2024-04-12,472,103,895.0726697083405,569.4951423161802,423.0726697083405,97.49514231618025
2024-04-13,465,104,906.0966472551838,575.4309894908905,441.0966472551838,110.43098949089051
2024-04-14,517,105,917.1206248020274,581.4924695142954,400.12062480202735,64.49246951429541
2024-04-15,591,106,928.1446023488706,587.6795823863949,337.14460234887065,3.320417613605059
2024-04-16,505,107,939.1685798957142,593.9923281071892,434.1685798957142,88.99232810718922
2024-04-17,499,108,950.1925574425575,600.4307066766779,451.1925574425575,101.43070667667791
2024-04-18,473,109,961.216534989401,606.9947180948615,488.216534989401,133.99471809486147
2024-04-19,465,110,972.2405125362443,613.6843623617395,507.2405125362443,148.68436236173955
2024-04-20,568,111,983.2644900830876,620.4996394773124,415.2644900830876,52.49963947731237
2024-04-21,553,112,994.2884676299311,627.4405494415797,441.2884676299311,74.44054944157972
2024-04-22,579,113,1005.3124451767744,634.5070922545417,426.3124451767744,55.5070922545417
2024-04-23,500,114,1016.3364227236179,641.6992679161984,516.3364227236179,141.69926791619844
2024-04-24,441,115,1027.3604002704612,649.0170764265498,586.3604002704612,208.0170764265498
2024-04-25,465,116,1038.3843778173048,656.4605177855957,573.3843778173048,191.4605177855957
2024-04-26,400,117,1049.408355364148,664.0295919933363,649.4083553641481,264.02959199333634
2024-04-27,362,118,1060.4323329109916,671.7242990497716,698.4323329109916,309.7242990497716
2024-04-28,477,119,1071.456310457835,679.5446389549014,594.4563104578349,202.54463895490142
2024-04-29,472,120,1082.4802880046782,687.4906117087261,610.4802880046782,215.49061170872608
2024-04-30,428,121,1093.5042655515217,695.5622173112453,665.5042655515217,267.56221731124526
2024-05-01,446,122,1104.528243098365,703.7594557624591,658.528243098365,257.7594557624591
2024-05-02,493,123,1115.5522206452085,712.0823270623674,622.5522206452085,219.08232706236743
2024-05-03,471,124,1126.5761981920518,720.5308312109706,655.5761981920518,249.53083121097063
2024-05-04,520,125,1137.6001757388954,729.1049682082684,617.6001757388954,209.10496820826836
2024-05-05,554,126,1148.6241532857387,737.8047380542608,594.6241532857387,183.80473805426084
2024-05-06,546,127,1159.6481308325822,746.6301407489477,613.6481308325822,200.63014074894772
2024-05-07,456,128,1170.6721083794255,755.5811762923295,714.6721083794255,299.5811762923295
2024-05-08,406,129,1181.6960859262688,764.6578446844059,775.6960859262688,358.65784468440586
2024-05-09,382,130,1192.7200634731123,773.8601459251768,810.7200634731123,391.86014592517677
2024-05-10,488,131,1203.7440410199556,783.1880800146423,715.7440410199556,295.1880800146423
2024-05-11,465,132,1214.7680185667991,792.6416469528026,749.7680185667991,327.6416469528026
2024-05-12,575,133,1225.7919961136424,802.2208467396575,650.7919961136424,227.22084673965753
2024-05-13,625,134,1236.815973660486,811.925679375207,611.815973660486,186.92567937520698
2024-05-14,554,135,1247.8399512073292,821.7561448594512,693.8399512073292,267.7561448594512
2024-05-15,498,136,1258.8639287541728,831.71224319239,760.8639287541728,333.71224319239
2024-05-16,581,137,1269.887906301016,841.7939743740235,688.8879063010161,260.7939743740235
2024-05-17,554,138,1280.9118838478594,852.0013384043515,726.9118838478594,298.0013384043515
2024-05-18,610,139,1291.935861394703,862.3343352833742,681.9358613947029,252.33433528337423
2024-05-19,688,140,1302.9598389415462,872.7929650110917,614.9598389415462,184.79296501109172
2024-05-20,722,141,1313.9838164883897,883.3772275875036,591.9838164883897,161.37722758750363
2024-05-21,591,142,1325.007794035233,894.0871230126104,734.007794035233,303.0871230126104
2024-05-22,518,143,1336.0317715820765,904.9226512864117,818.0317715820765,386.9226512864117
2024-05-23,514,144,1347.0557491289198,915.8838124089077,833.0557491289198,401.8838124089077
2024-05-24,638,145,1358.0797266757634,926.9706063800982,720.0797266757634,288.97060638009816
2024-05-25,713,146,1369.1037042226067,938.1830331999835,656.1037042226067,225.18303319998347
2024-05-26,765,147,1380.12768176945,949.5210928685633,615.12768176945,184.5210928685633
2024-05-27,842,148,1391.1516593162935,960.984785385838,549.1516593162935,118.984785385838
2024-05-28,767,149,1402.1756368631368,972.5741107518071,635.1756368631368,205.5741107518071
2024-05-29,707,150,1413.1996144099803,984.2890689664707,706.1996144099803,277.2890689664707
2024-05-30,683,151,1424.2235919568236,996.1296600298292,741.2235919568236,313.1296600298292
2024-05-31,706,152,1435.2475695036671,1008.0958839418823,729.2475695036671,302.09588394188233
2024-06-01,861,153,1446.2715470505104,1020.1877407026301,585.2715470505104,159.1877407026301
2024-06-02,968,154,1457.295524597354,1032.4052303120725,489.29552459735396,64.40523031207249
2024-06-03,967,155,1468.3195021441973,1044.7483527702095,501.31950214419726,77.74835277020952
2024-06-04,874,156,1479.3434796910406,1057.2171080770413,605.3434796910406,183.2171080770413
2024-06-05,952,157,1490.367457237884,1069.8114962325676,538.3674572378841,117.8114962325676
2024-06-06,871,158,1501.3914347847274,1082.5315172367882,630.3914347847274,211.5315172367882
2024-06-07,846,159,1512.415412331571,1095.377171089704,666.4154123315709,249.377171089704
2024-06-08,1064,160,1523.4393898784142,1108.348457791314,459.4393898784142,44.348457791314104
2024-06-09,1175,161,1534.4633674252577,1121.445377341619,359.46336742525773,53.55462265838105
2024-06-10,1334,162,1545.487344972101,1134.6679297406185,211.48734497210103,199.33207025938145
2024-06-11,1062,163,1556.5113225189446,1148.016114988313,494.51132251894455,86.01611498831289
2024-06-12,994,164,1567.5353000657879,1161.4899330847015,573.5353000657879,167.48993308470153
2024-06-13,889,165,1578.5592776126311,1175.089384029785,689.5592776126311,286.0893840297849
2024-06-14,1014,166,1589.5832551594747,1188.814467823563,575.5832551594747,174.81446782356306
2024-06-15,1220,167,1600.607232706318,1202.6651844660357,380.607232706318,17.334815533964274
2024-06-16,1380,168,1611.6312102531615,1216.6415339572031,231.6312102531615,163.35846604279686
2024-06-17,1427,169,1622.6551878000048,1230.743516297065,195.6551878000048,196.25648370293493
2024-06-18,1338,170,1633.6791653468483,1244.9711314856218,295.6791653468483,93.02886851437825
2024-06-19,1211,171,1644.7031428936916,1259.3243795228732,433.7031428936916,48.32437952287319
2024-06-20,1266,172,1655.7271204405351,1273.803260408819,389.72712044053515,7.803260408818915
2024-06-21,1112,173,1666.7510979873784,1288.4077741434594,554.7510979873784,176.4077741434594
2024-06-22,1285,174,1677.7750755342217,1303.1379207267946,392.77507553422174,18.13792072679462
2024-06-23,1452,175,1688.7990530810653,1317.9937001588246,236.79905308106527,134.0062998411754
2024-06-24,1490,176,1699.8230306279086,1332.9751124395493,209.82303062790857,157.02488756045068
2024-06-25,1196,177,1710.847008174752,1348.0821575689683,514.8470081747521,152.08215756896834
2024-06-26,1184,178,1721.8709857215954,1363.314835547082,537.8709857215954,179.3148355470821
2024-06-27,1116,179,1732.894963268439,1378.6731463738906,616.8949632684389,262.67314637389063
2024-06-28,1164,180,1743.9189408152822,1394.1570900493934,579.9189408152822,230.15709004939345
2024-06-29,1158,181,1754.9429183621257,1409.7666665735912,596.9429183621257,251.76666657359124
2024-06-30,1545,182,1765.966895908969,1425.5018759464838,220.96689590896904,119.49812405351622
2024-07-01,1612,183,1776.9908734558123,1441.3627181680708,164.99087345581233,170.63728183192916
2024-07-02,1311,184,1788.0148510026559,1457.3491932383522,477.01485100265586,146.3491932383522
2024-07-03,1308,185,1799.0388285494992,1473.4613011573288,491.03882854949916,165.46130115732876
2024-07-04,1206,186,1810.0628060963425,1489.6990419249996,604.0628060963425,283.6990419249996
2024-07-05,1326,187,1821.086783643186,1506.062415541365,495.086783643186,180.062415541365
2024-07-06,1489,188,1832.1107611900295,1522.5514220064251,343.1107611900295,33.55142200642513
2024-07-07,1595,189,1843.134738736873,1539.1660613201802,248.13473873687303,55.83393867981977
2024-07-08,1796,190,1854.158716283716,1555.9063334826296,58.1587162837161,240.09366651737037
2024-07-09,1451,191,1865.1826938305596,1572.7722384937738,414.18269383055963,121.77223849377378
2024-07-10,1402,192,1876.2066713774032,1589.7637763536127,474.20667137740315,187.76377635361268
2024-07-11,1234,193,1887.2306489242462,1606.880947062146,653.2306489242462,372.8809470621461
2024-07-12,1472,194,1898.2546264710898,1624.1237506193738,426.25462647108975,152.12375061937382
2024-07-13,1597,195,1909.2786040179333,1641.4921870252965,312.2786040179333,44.492187025296516
2024-07-14,1788,196,1920.3025815647768,1658.986256279914,132.3025815647768,129.01374372008604
2024-07-15,2062,197,1931.3265591116199,1676.6059583832262,130.67344088838013,385.39404161677385
2024-07-16,1690,198,1942.3505366584634,1694.3512933352326,252.3505366584634,4.35129333523264
2024-07-17,1571,199,1953.374514205307,1712.2222611359339,382.3745142053069,141.22226113593388
2024-07-18,1532,200,1964.3984917521504,1730.2188617853299,432.39849175215045,198.21886178532986
2024-07-19,1567,201,1975.4224692989935,1748.3410952834206,408.4224692989935,181.3410952834206
2024-07-20,1808,202,1986.446446845837,1766.5889616302056,178.44644684583704,41.41103836979437
2024-07-21,1934,203,1997.4704243926806,1784.9624608256854,63.47042439268057,149.0375391743146
2024-07-22,2100,204,2008.4944019395236,1803.46159286986,91.50559806047636,296.53840713014006
2024-07-23,1766,205,2019.5183794863672,1822.0863577627292,253.51837948636717,56.08635776272922
2024-07-24,1648,206,2030.5423570332107,1840.8367555042928,382.5423570332107,192.8367555042928
2024-07-25,1536,207,2041.5663345800542,1859.7127860945516,505.5663345800542,323.7127860945516
2024-07-26,1638,208,2052.5903121268975,1878.7144495335046,414.5903121268975,240.71444953350465
2024-07-27,1744,209,2063.614289673741,1897.841745821152,319.61428967374104,153.84174582115202
2024-07-28,2082,210,2074.6382672205846,1917.0946749574941,7.3617327794154335,164.90532504250586
2024-07-29,2266,211,2085.662244767427,1936.4732369425315,180.33775523257282,329.52676305746854
2024-07-30,1818,212,2096.6862223142707,1955.977431776263,278.6862223142707,137.97743177626307
2024-07-31,1671,213,2107.7101998611142,1975.6072594586894,436.71019986111423,304.60725945868944
2024-08-01,1890,214,2118.7341774079578,1995.36271998981,228.73417740795776,105.3627199898101
2024-08-02,1996,215,2129.7581549548013,2015.243813369626,133.75815495480128,19.24381336962597
2024-08-03,1965,216,2140.782132501645,2035.2505395981357,175.7821325016448,70.25053959813567
2024-08-04,2253,217,2151.8061100484883,2055.3828986753406,101.19388995151166,197.61710132465942
2024-08-05,2608,218,2162.830087595332,2075.6408906012402,445.16991240466814,532.3591093987598
2024-08-06,2305,219,2173.8540651421745,2096.024515375834,131.14593485782552,208.9754846241658
2024-08-07,2035,220,2184.878042689018,2116.533772999123,149.878042689018,81.5337729991229
2024-08-08,2240,221,2195.9020202358615,2137.1686634711064,44.09797976413847,102.83133652889364
2024-08-09,2111,222,2206.925997782705,2157.9291867917846,95.92599778270505,46.92918679178456
2024-08-10,2677,223,2217.9499753295486,2178.8153429611575,459.0500246704514,498.1846570388425
2024-08-11,2542,224,2228.973952876392,2199.8271319792243,313.0260471236079,342.1728680207757
2024-08-12,2890,225,2239.9979304232356,2220.9645538459863,650.0020695767644,669.0354461540137
2024-08-13,2539,226,2251.0219079700782,2242.227608561443,287.97809202992175,296.77239143855695
2024-08-14,2218,227,2262.0458855169218,2263.6162961255945,44.04588551692177,45.616296125594545
2024-08-15,2480,228,2273.0698630637653,2285.1306165384403,206.9301369362347,194.86938346155966
2024-08-16,2476,229,2284.093840610609,2306.770569799981,191.90615938939118,169.22943020001912
2024-08-17,2636,230,2295.1178181574523,2328.536155910216,340.88218184254765,307.46384408978383
2024-08-18,3094,231,2306.141795704296,2350.4273748691458,787.8582042957041,743.5726251308542
2024-08-19,3417,232,2317.1657732511394,2372.44422667677,1099.8342267488606,1044.55577332323
2024-08-20,3084,233,2328.189750797982,2394.5867113330896,755.810249202018,689.4132886669104
2024-08-21,2636,234,2339.2137283448255,2416.854828838103,296.78627165517446,219.145171161897
2024-08-22,2660,235,2350.237705891669,2439.2485791918116,309.76229410833093,220.7514208081884
2024-08-23,2846,236,2361.2616834385126,2461.7679623942145,484.7383165614874,384.23203760578554
2024-08-24,3177,237,2372.285660985356,2484.4129784453125,804.7143390146439,692.5870215546875
2024-08-25,3791,238,2383.3096385321996,2507.1836273451045,1407.6903614678004,1283.8163726548955
2024-08-26,3936,239,2394.333616079043,2530.0799090935916,1541.6663839209568,1405.9200909064084
2024-08-27,3448,240,2405.357593625886,2553.101823690773,1042.6424063741142,894.898176309227
2024-08-28,3278,241,2416.3815711727293,2576.2493711366496,861.6184288272707,701.7506288633504
2024-08-29,2980,242,2427.405548719573,2599.5225514312206,552.5944512804272,380.47744856877944
2024-08-30,3207,243,2438.4295262664164,2622.921364574486,768.5704737335836,584.0786354255142
2024-08-31,3352,244,2449.45350381326,2646.445810566446,902.5464961867401,705.5541894335538
2024-09-01,4274,245,2460.4774813601034,2670.095889407101,1813.5225186398966,1603.904110592899
2024-09-02,3986,246,2471.501458906947,2693.87160109645,1514.498541093053,1292.12839890355
2024-09-03,3518,247,2482.5254364537896,2717.772945634494,1035.4745635462104,800.2270543655059
2024-09-04,3242,248,2493.549414000633,2741.799923021233,748.4505859993669,500.2000769787669
2024-09-05,3222,249,2504.5733915474766,2765.9525332566664,717.4266084525234,456.04746674333364
2024-09-06,3414,250,2515.59736909432,2790.2307763407944,898.4026309056799,623.7692236592056
2024-09-07,3520,251,2526.6213466411637,2814.634652273617,993.3786533588363,705.3653477263829
2024-09-08,4018,252,2537.645324188007,2839.1641610551346,1480.3546758119928,1178.8358389448654
2024-09-09,4580,253,2548.6693017348507,2863.8193026853464,2031.3306982651493,1716.1806973146536
2024-09-10,3836,254,2559.6932792816942,2888.600077164253,1276.3067207183058,947.399922835747
2024-09-11,2743,255,2570.717256828537,2913.5064844918543,172.28274317146315,170.50648449185428
2024-09-12,2686,256,2581.7412343753804,2938.53852466815,104.25876562461963,252.53852466814988
2024-09-13,2839,257,2592.765211922224,2963.6961976931407,246.2347880777761,124.69619769314068
2024-09-14,3058,258,2603.7891894690674,2988.9795035668258,454.2108105309326,69.02049643317423
2024-09-15,3549,259,2614.813167015911,3014.3884422892056,934.186832984089,534.6115577107944
2024-09-16,3865,260,2625.8371445627545,3039.9230138602798,1239.1628554372455,825.0769861397202
2024-09-17,4179,261,2636.861122109598,3065.583218280049,1542.138877890402,1113.416781719951
2024-09-18,3868,262,2647.8850996564406,3091.3690555485127,1220.1149003435594,776.6309444514873
2024-09-19,3898,263,2658.909077203284,3117.280525665671,1239.0909227967159,780.7194743343289
2024-09-20,4063,264,2669.9330547501277,3143.3176286315243,1393.0669452498723,919.6823713684757
2024-09-21,3596,265,2680.957032296971,3169.480364446072,915.0429677030288,426.51963555392786
2024-09-22,4236,266,2691.9810098438147,3195.7687331093143,1544.0189901561853,1040.2312668906857
2024-09-23,4599,267,2703.0049873906582,3222.1827346212513,1895.9950126093418,1376.8172653787487
2024-09-24,3790,268,2714.0289649375018,3248.7223689818825,1075.9710350624982,541.2776310181175
2024-09-25,3439,269,2725.0529424843444,3275.387636191209,713.9470575156556,163.6123638087911
2024-09-26,3088,270,2736.076920031188,3302.1785362492296,351.9230799688121,214.17853624922964
2024-09-27,2895,271,2747.1008975780314,3329.0950691559456,147.89910242196856,434.09506915594557
2024-09-28,2959,272,2758.124875124875,3356.137234911356,200.87512487512504,397.1372349113558
2024-09-29,3382,273,2769.1488526717185,3383.3050335154603,612.8511473282815,1.305033515460309
2024-09-30,3665,274,2780.172830218562,3410.59846496826,884.827169781438,254.40153503173997
2024-10-01,3307,275,2791.1968077654055,3438.0175292697536,515.8031922345945,131.0175292697536
2024-10-02,3061,276,2802.220785312248,3465.5622264199424,258.77921468775185,404.56222641994236
2024-10-03,2934,277,2813.2447628590917,3493.232556418826,120.75523714090832,559.2325564188259
2024-10-04,3088,278,2824.268740405935,3521.028519266404,263.7312595940648,433.02851926640415
2024-10-05,3367,279,2835.2927179527787,3548.9501149626767,531.7072820472213,181.9501149626767
2024-10-06,3547,280,2846.3166954996223,3576.997343507644,700.6833045003777,29.99734350764402
2024-10-07,3445,281,2857.340673046466,3605.170204901306,587.6593269535342,160.17020490130608
2024-10-08,2621,282,2868.3646505933093,3633.4686991436624,247.3646505933093,1012.4686991436624
2024-10-09,1719,283,2879.388628140153,3661.8928262347135,1160.3886281401528,1942.8928262347135
2024-10-10,869,284,2890.4126056869954,3690.4425861744594,2021.4126056869954,2821.4425861744594
2024-10-11,176,285,2901.436583233839,3719.1179789629,2725.436583233839,3543.1179789629
2024-10-12,5,286,2912.4605607806825,3747.9190046000354,2907.4605607806825,3742.9190046000354
2024-10-29,1,287,2923.484538327526,3776.845663085865,2922.484538327526,3775.845663085865
